trans_id,account_from,account_id,account_to,amount,date,merchant_type,new_balance,operation
20891,,124,JBHiFi,7.12,2018-12-22,Entertainment,5113.58,withdrawal
20892,,9,IGA,18.72,2018-12-22,Groceries,-1173.15,withdrawal
20893,,124,EB Games,75.84,2018-12-22,Entertainment,5037.74,withdrawal
20894,,51,,75.45,2018-12-22,Transfer from Account,-223.71,withdrawal
20895,,88,Priceline Pharmacy,15.95,2018-12-22,Health,4444.47,withdrawal
20896,,88,Chemist Warehouse,43.98,2018-12-22,Health,4400.49,withdrawal
20897,,58,,77.33,2018-12-22,Income,4386.75,deposit
20898,,101,Coles,14.64,2018-12-22,Fuel,-2494.26,withdrawal
20899,,92,Red Rooster,71.72,2018-12-22,Food,-2875.13,withdrawal
20900,,51,Priceline Pharmacy,29.58,2018-12-22,Health,-253.29,withdrawal
20901,,109,Chemist Warehouse,5.93,2018-12-22,Health,714.63,withdrawal
20902,,66,Priceline Pharmacy,82.78,2018-12-22,Health,-4525.46,withdrawal
20903,,92,,79.3,2018-12-22,Income,-2795.83,deposit
20904,,99,,2.41,2018-12-22,Uncategorised,1210.2,withdrawal
20905,,115,,95.33,2018-12-22,Income,6915.26,deposit
20906,,95,Caltex,19.93,2018-12-22,Fuel,200.46,withdrawal
20907,,128,Red Rooster,3.05,2018-12-22,Food,1824.02,withdrawal
20908,,92,IGA,22.98,2018-12-22,Groceries,-2818.81,withdrawal
20909,,115,,95.96,2018-12-22,Uncategorised,6819.3,withdrawal
20910,,4,Woolworths,26.08,2018-12-22,Groceries,-2180.73,withdrawal
20911,,103,Chemist Warehouse,4.22,2018-12-23,Health,6557.32,withdrawal
20912,,78,,38.05,2018-12-23,Uncategorised,-3784.96,withdrawal
20913,,35,Priceline Pharmacy,67.62,2018-12-23,Health,-4843.67,withdrawal
20914,,27,KFC,49.74,2018-12-23,Food,2000.49,withdrawal
20915,,114,,47.76,2018-12-23,Transfer to Account,-1025.25,deposit
20916,,129,Coles,24.1,2018-12-23,Fuel,3184.72,withdrawal
20917,,106,Shell,86.75,2018-12-23,Fuel,5471.21,withdrawal
20918,,95,Coles,94.6,2018-12-23,Groceries,105.86,withdrawal
20919,,129,Priceline Pharmacy,30.93,2018-12-23,Health,3153.79,withdrawal
20920,,118,,65.54,2018-12-23,Transfer from Account,-1630.68,withdrawal
20921,,95,,92.96,2018-12-23,Uncategorised,12.9,withdrawal
20922,,123,,18.77,2018-12-23,Transfer to Account,6135.58,deposit
20923,,87,Priceline Pharmacy,67.79,2018-12-23,Health,-1476.31,withdrawal
20924,,66,JBHiFi,37.89,2018-12-23,Entertainment,-4563.35,withdrawal
20925,,86,Aldi,66.91,2018-12-23,Groceries,4461.95,withdrawal
20926,,31,,44.53,2018-12-23,Income,1641.18,deposit
20927,,109,Myer,5.4,2018-12-23,Shopping,709.23,withdrawal
20928,,111,,62.97,2018-12-23,Transfer from Account,6892.8,withdrawal
20929,,100,,25.12,2018-12-23,Transfer to Account,2261.09,deposit
20930,,63,Big W,30.83,2018-12-23,Shopping,3882.57,withdrawal
20931,,104,IGA,79.34,2018-12-23,Groceries,4223.61,withdrawal
20932,,64,Coles,43.53,2018-12-23,Groceries,-4525.94,withdrawal
20933,,64,Woolworths,49.57,2018-12-23,Groceries,-4575.51,withdrawal
20934,,61,,20.2,2018-12-23,Income,-1325.0,deposit
20935,,33,,12.41,2018-12-23,Transfer to Account,-1494.99,deposit
20936,,54,711,80.0,2018-12-23,Fuel,3654.36,withdrawal
20937,,91,,74.28,2018-12-23,Transfer to Account,73.51,deposit
20938,,89,Woolworths,92.54,2018-12-23,Groceries,1203.69,withdrawal
20939,,128,711,40.7,2018-12-23,Fuel,1783.32,withdrawal
20940,,75,Priceline Pharmacy,32.39,2018-12-23,Health,3896.0,withdrawal
20941,,62,,87.19,2018-12-23,Uncategorised,1541.57,withdrawal
20942,,46,Red Rooster,97.09,2018-12-23,Food,-3312.4,withdrawal
20943,,128,,19.57,2018-12-23,Uncategorised,1763.75,withdrawal
20944,,35,IGA,78.0,2018-12-23,Groceries,-4921.67,withdrawal
20945,,73,IGA,17.68,2018-12-23,Groceries,-1628.83,withdrawal
20946,,93,Priceline Pharmacy,60.86,2018-12-23,Health,-14.96,withdrawal
20947,,16,Priceline Pharmacy,86.36,2018-12-23,Health,-3373.26,withdrawal
20948,,30,Shell,21.95,2018-12-23,Fuel,-5683.56,withdrawal
20949,,33,,81.97,2018-12-23,Uncategorised,-1576.96,withdrawal
20950,,121,,47.43,2018-12-23,Uncategorised,7165.35,withdrawal
20951,,128,EB Games,2.49,2018-12-23,Entertainment,1761.26,withdrawal
20952,,86,,52.14,2018-12-23,Income,4514.09,deposit
20953,,72,,62.02,2018-12-23,Transfer to Account,-489.9,deposit
20954,,74,,57.0,2018-12-23,Uncategorised,4337.42,withdrawal
20955,,103,Coles,90.34,2018-12-23,Fuel,6466.98,withdrawal
20956,,125,IGA,26.46,2018-12-23,Groceries,608.71,withdrawal
20957,,113,IGA,66.66,2018-12-23,Groceries,793.36,withdrawal
20958,,127,Coles,5.28,2018-12-23,Groceries,5006.47,withdrawal
20959,,120,,71.18,2018-12-23,Transfer to Account,7565.26,deposit
20960,,87,Hungry Jacks,68.27,2018-12-23,Food,-1544.58,withdrawal
20961,,87,Aldi,37.02,2018-12-23,Groceries,-1581.6,withdrawal
20962,,110,Kmart,6.45,2018-12-23,Shopping,3876.6,withdrawal
20963,,120,Event Cinemas,76.26,2018-12-23,Entertainment,7489.0,withdrawal
20964,,103,McDonalds,36.59,2018-12-23,Food,6430.39,withdrawal
20965,,129,Shell,78.98,2018-12-23,Fuel,3074.81,withdrawal
20966,,13,Hungry Jacks,10.58,2018-12-23,Food,-991.18,withdrawal
20967,,130,Caltex,69.37,2018-12-23,Fuel,4021.79,withdrawal
20968,,94,Aldi,72.22,2018-12-23,Groceries,-1612.97,withdrawal
20969,,74,Chemist Warehouse,18.11,2018-12-23,Health,4319.31,withdrawal
20970,,71,,42.32,2018-12-23,Transfer to Account,-1006.51,deposit
20971,,54,Myer,76.14,2018-12-23,Shopping,3578.22,withdrawal
20972,,19,EB Games,9.6,2018-12-23,Entertainment,2400.54,withdrawal
20973,,5,,33.53,2018-12-23,Transfer from Account,-4938.82,withdrawal
20974,,125,Shell,81.92,2018-12-23,Fuel,526.79,withdrawal
20975,,59,Coles,64.36,2018-12-23,Groceries,-2030.68,withdrawal
20976,,62,Shell,43.97,2018-12-23,Fuel,1497.6,withdrawal
20977,,112,,7.9,2018-12-23,Uncategorised,-2049.1,withdrawal
20978,,102,JBHiFi,74.03,2018-12-23,Entertainment,209.71,withdrawal
20979,,83,Aldi,58.7,2018-12-23,Groceries,-3512.26,withdrawal
20980,,94,Shell,41.72,2018-12-23,Fuel,-1654.69,withdrawal
20981,,127,Shell,76.71,2018-12-23,Fuel,4929.76,withdrawal
20982,,83,,8.16,2018-12-23,Uncategorised,-3520.42,withdrawal
20983,,101,JBHiFi,56.91,2018-12-23,Entertainment,-2551.17,withdrawal
20984,,117,JBHiFi,62.79,2018-12-23,Entertainment,216.3,withdrawal
20985,,114,,36.74,2018-12-23,Transfer to Account,-988.51,deposit
20986,,72,Shell,20.84,2018-12-23,Fuel,-510.74,withdrawal
20987,,114,McDonalds,90.35,2018-12-23,Food,-1078.86,withdrawal
20988,,117,,36.38,2018-12-23,Uncategorised,179.92,withdrawal
20989,,116,,12.73,2018-12-23,Transfer to Account,7653.75,deposit
20990,,82,KFC,13.95,2018-12-23,Food,-1465.0,withdrawal
20991,,128,,62.35,2018-12-24,Uncategorised,1698.91,withdrawal
20992,,47,,23.28,2018-12-24,Transfer from Account,-2097.12,withdrawal
20993,,124,KFC,35.89,2018-12-24,Food,5001.85,withdrawal
20994,,78,Event Cinemas,74.9,2018-12-24,Entertainment,-3859.86,withdrawal
20995,,100,Target,92.47,2018-12-24,Shopping,2168.62,withdrawal
20996,,75,Red Rooster,69.76,2018-12-24,Food,3826.24,withdrawal
20997,,64,Hungry Jacks,52.46,2018-12-24,Food,-4627.97,withdrawal
20998,,124,,11.59,2018-12-24,Transfer from Account,4990.26,withdrawal
20999,,90,Kmart,8.07,2018-12-24,Shopping,-1445.71,withdrawal
21000,,97,Priceline Pharmacy,1.98,2018-12-24,Health,-481.96,withdrawal
21001,,52,Event Cinemas,33.97,2018-12-24,Entertainment,214.2,withdrawal
21002,,44,KFC,12.43,2018-12-24,Food,1691.7,withdrawal
21003,,20,,31.5,2018-12-24,Uncategorised,-3013.27,withdrawal
21004,,52,,39.61,2018-12-24,Uncategorised,174.59,withdrawal
21005,,38,Caltex,24.58,2018-12-24,Fuel,375.55,withdrawal
21006,,100,Priceline Pharmacy,36.55,2018-12-24,Health,2132.07,withdrawal
21007,,124,IGA,75.54,2018-12-24,Groceries,4914.72,withdrawal
21008,,121,,46.23,2018-12-24,Transfer to Account,7211.58,deposit
21009,,79,711,18.39,2018-12-24,Fuel,-1423.9,withdrawal
21010,,128,,28.38,2018-12-24,Uncategorised,1670.53,withdrawal
21011,,24,,27.79,2018-12-24,Income,4824.54,deposit
21012,,76,Target,27.54,2018-12-24,Shopping,2529.81,withdrawal
21013,,23,Event Cinemas,79.97,2018-12-24,Entertainment,-4789.6,withdrawal
21014,,18,,63.15,2018-12-24,Uncategorised,1086.53,withdrawal
21015,,124,Kmart,44.95,2018-12-24,Shopping,4869.77,withdrawal
21016,,106,Lowes,14.11,2018-12-24,Shopping,5457.1,withdrawal
21017,,96,,39.22,2018-12-24,Transfer from Account,-1182.14,withdrawal
21018,,43,Chemist Warehouse,50.7,2018-12-24,Health,3130.39,withdrawal
21019,,64,JBHiFi,46.02,2018-12-24,Entertainment,-4673.99,withdrawal
21020,,24,Chemist Warehouse,23.97,2018-12-24,Health,4800.57,withdrawal
21021,,126,Priceline Pharmacy,20.82,2018-12-24,Health,5332.92,withdrawal
21022,,102,Big W,86.21,2018-12-24,Shopping,123.5,withdrawal
21023,,109,,91.77,2018-12-24,Income,801.0,deposit
21024,,74,,21.61,2018-12-24,Transfer from Account,4297.7,withdrawal
21025,,100,EB Games,19.94,2018-12-24,Entertainment,2112.13,withdrawal
21026,,41,IGA,75.57,2018-12-24,Groceries,-1244.19,withdrawal
21027,,39,,17.86,2018-12-24,Income,737.16,deposit
21028,,52,Priceline Pharmacy,16.14,2018-12-24,Health,158.45,withdrawal
21029,,130,Hungry Jacks,95.89,2018-12-24,Food,3925.9,withdrawal
21030,,126,Priceline Pharmacy,64.35,2018-12-24,Health,5268.57,withdrawal
21031,,91,,22.94,2018-12-24,Income,96.45,deposit
21032,,52,Hungry Jacks,61.57,2018-12-24,Food,96.88,withdrawal
21033,,14,Priceline Pharmacy,43.8,2018-12-24,Health,3170.79,withdrawal
21034,,125,Kmart,64.36,2018-12-24,Shopping,462.43,withdrawal
21035,,96,Chemist Warehouse,91.42,2018-12-24,Health,-1273.56,withdrawal
21036,,20,,63.52,2018-12-24,Income,-2949.75,deposit
21037,,20,EB Games,29.78,2018-12-24,Entertainment,-2979.53,withdrawal
21038,,47,,69.78,2018-12-24,Transfer from Account,-2166.9,withdrawal
21039,,34,Priceline Pharmacy,12.15,2018-12-24,Health,-5987.91,withdrawal
21040,,69,Coles,23.27,2018-12-24,Fuel,3871.91,withdrawal
21041,,51,,1.17,2018-12-24,Transfer from Account,-254.46,withdrawal
21042,,96,,46.08,2018-12-24,Income,-1227.48,deposit
21043,,84,Chemist Warehouse,82.44,2018-12-24,Health,-3082.06,withdrawal
21044,,104,Red Rooster,51.25,2018-12-24,Food,4172.36,withdrawal
21045,,123,EB Games,82.16,2018-12-24,Entertainment,6053.42,withdrawal
21046,,12,IGA,90.08,2018-12-24,Groceries,-232.08,withdrawal
21047,,125,Priceline Pharmacy,96.5,2018-12-24,Health,365.93,withdrawal
21048,,46,IGA,37.08,2018-12-24,Groceries,-3349.48,withdrawal
21049,,70,McDonalds,15.09,2018-12-24,Food,-4158.14,withdrawal
21050,,122,711,98.26,2018-12-24,Fuel,-325.74,withdrawal
21051,,66,,72.85,2018-12-24,Transfer from Account,-4636.2,withdrawal
21052,,90,Target,15.76,2018-12-24,Shopping,-1461.47,withdrawal
21053,,65,Chemist Warehouse,27.61,2018-12-24,Health,145.45,withdrawal
21054,,89,Coles,19.64,2018-12-24,Groceries,1184.05,withdrawal
21055,,127,EB Games,3.16,2018-12-24,Entertainment,4926.6,withdrawal
21056,,72,Priceline Pharmacy,57.14,2018-12-24,Health,-567.88,withdrawal
21057,,13,Myer,59.23,2018-12-24,Shopping,-1050.41,withdrawal
21058,,90,,48.3,2018-12-24,Transfer to Account,-1413.17,deposit
21059,,124,JBHiFi,44.38,2018-12-24,Entertainment,4825.39,withdrawal
21060,,76,Target,95.0,2018-12-24,Shopping,2434.81,withdrawal
21061,,124,Lowes,74.31,2018-12-24,Shopping,4751.08,withdrawal
21062,,86,Priceline Pharmacy,69.16,2018-12-24,Health,4444.93,withdrawal
21063,,34,,32.67,2018-12-24,Income,-5955.24,deposit
21064,,101,Big W,7.16,2018-12-24,Shopping,-2558.33,withdrawal
21065,,100,,7.21,2018-12-24,Transfer from Account,2104.92,withdrawal
21066,,128,Red Rooster,51.31,2018-12-24,Food,1619.22,withdrawal
21067,,62,Shell,13.72,2018-12-24,Fuel,1483.88,withdrawal
21068,,95,Event Cinemas,22.38,2018-12-24,Entertainment,-9.48,withdrawal
21069,,119,Target,43.47,2018-12-24,Shopping,4545.77,withdrawal
21070,,110,,25.92,2018-12-24,Uncategorised,3850.68,withdrawal
21071,,89,Red Rooster,8.37,2018-12-24,Food,1175.68,withdrawal
21072,,108,Red Rooster,31.64,2018-12-24,Food,6442.56,withdrawal
21073,,9,Target,93.76,2018-12-24,Shopping,-1266.91,withdrawal
21074,,100,,11.51,2018-12-24,Transfer from Account,2093.41,withdrawal
21075,,113,Chemist Warehouse,50.15,2018-12-24,Health,743.21,withdrawal
21076,,127,,32.57,2018-12-24,Transfer to Account,4959.17,deposit
21077,,64,Coles,51.95,2018-12-25,Groceries,-4725.94,withdrawal
21078,,108,711,87.18,2018-12-25,Fuel,6355.38,withdrawal
21079,,20,Coles,96.89,2018-12-25,Groceries,-3076.42,withdrawal
21080,,22,,60.74,2018-12-25,Income,866.93,deposit
21081,,72,JBHiFi,10.55,2018-12-25,Entertainment,-578.43,withdrawal
21082,,48,IGA,26.61,2018-12-25,Groceries,-2972.64,withdrawal
21083,,3,,7.74,2018-12-25,Uncategorised,-6126.66,withdrawal
21084,,68,Aldi,20.28,2018-12-25,Groceries,3556.07,withdrawal
21085,,115,EB Games,49.1,2018-12-25,Entertainment,6770.2,withdrawal
21086,,99,,96.51,2018-12-25,Income,1306.71,deposit
21087,,128,Chemist Warehouse,85.71,2018-12-25,Health,1533.51,withdrawal
21088,,88,,89.19,2018-12-25,Transfer to Account,4489.68,deposit
21089,,115,,51.79,2018-12-25,Income,6821.99,deposit
21090,,102,,25.22,2018-12-25,Uncategorised,98.28,withdrawal
21091,,1,,39.33,2018-12-25,Uncategorised,-1300.17,withdrawal
21092,,114,,85.71,2018-12-25,Transfer to Account,-993.15,deposit
21093,,108,Kmart,23.28,2018-12-25,Shopping,6332.1,withdrawal
21094,,114,Hungry Jacks,66.11,2018-12-25,Food,-1059.26,withdrawal
21095,,129,IGA,34.8,2018-12-25,Groceries,3040.01,withdrawal
21096,,125,711,65.46,2018-12-25,Fuel,300.47,withdrawal
21097,,87,Priceline Pharmacy,17.83,2018-12-25,Health,-1599.43,withdrawal
21098,,5,Caltex,87.41,2018-12-25,Fuel,-5026.23,withdrawal
21099,,78,Red Rooster,31.2,2018-12-25,Food,-3891.06,withdrawal
21100,,55,Big W,54.97,2018-12-25,Shopping,1875.94,withdrawal
21101,,95,EB Games,44.51,2018-12-25,Entertainment,-53.99,withdrawal
21102,,112,Big W,73.18,2018-12-25,Shopping,-2122.28,withdrawal
21103,,33,,4.93,2018-12-25,Income,-1572.03,deposit
21104,,125,Priceline Pharmacy,32.46,2018-12-25,Health,268.01,withdrawal
21105,,48,Event Cinemas,59.22,2018-12-25,Entertainment,-3031.86,withdrawal
21106,,32,,66.85,2018-12-25,Uncategorised,-1595.09,withdrawal
21107,,108,Coles,89.15,2018-12-25,Fuel,6242.95,withdrawal
21108,,69,Woolworths,50.22,2018-12-25,Groceries,3821.69,withdrawal
21109,,90,Coles,45.32,2018-12-25,Fuel,-1458.49,withdrawal
21110,,91,JBHiFi,32.88,2018-12-25,Entertainment,63.57,withdrawal
21111,,62,Lowes,82.83,2018-12-25,Shopping,1401.05,withdrawal
21112,,103,Chemist Warehouse,64.69,2018-12-25,Health,6365.7,withdrawal
21113,,17,Caltex,20.11,2018-12-25,Fuel,-1127.63,withdrawal
21114,,125,Coles,23.98,2018-12-25,Fuel,244.03,withdrawal
21115,,128,,31.97,2018-12-25,Transfer to Account,1565.48,deposit
21116,,27,,7.99,2018-12-25,Uncategorised,1992.5,withdrawal
21117,,84,,12.34,2018-12-25,Uncategorised,-3094.4,withdrawal
21118,,104,Aldi,97.88,2018-12-25,Groceries,4074.48,withdrawal
21119,,97,,98.77,2018-12-25,Income,-383.19,deposit
21120,,57,711,2.8,2018-12-25,Fuel,2301.94,withdrawal
21121,,106,EB Games,30.05,2018-12-25,Entertainment,5427.05,withdrawal
21122,,117,,72.35,2018-12-25,Transfer to Account,252.27,deposit
21123,,3,,4.84,2018-12-25,Income,-6121.82,deposit
21124,,110,KFC,27.45,2018-12-25,Food,3823.23,withdrawal
21125,,104,Kmart,58.97,2018-12-25,Shopping,4015.51,withdrawal
21126,,118,,27.18,2018-12-25,Uncategorised,-1657.86,withdrawal
21127,,107,,95.87,2018-12-25,Uncategorised,-2137.95,withdrawal
21128,,121,,21.0,2018-12-25,Uncategorised,7190.58,withdrawal
21129,,122,,70.27,2018-12-25,Transfer from Account,-396.01,withdrawal
21130,,125,,58.13,2018-12-25,Transfer to Account,302.16,deposit
21131,,120,,63.23,2018-12-25,Uncategorised,7425.77,withdrawal
21132,,83,,28.91,2018-12-25,Uncategorised,-3549.33,withdrawal
21133,,70,Coles,74.88,2018-12-25,Fuel,-4233.02,withdrawal
21134,,87,711,68.12,2018-12-25,Fuel,-1667.55,withdrawal
21135,,120,,7.37,2018-12-25,Income,7433.14,deposit
21136,,123,,71.49,2018-12-25,Transfer to Account,6124.91,deposit
21137,,50,711,92.06,2018-12-25,Fuel,1808.42,withdrawal
21138,,96,Big W,46.3,2018-12-25,Shopping,-1273.78,withdrawal
21139,,94,,64.58,2018-12-25,Uncategorised,-1719.27,withdrawal
21140,,88,,10.03,2018-12-25,Transfer from Account,4479.65,withdrawal
21141,,87,,2.33,2018-12-25,Uncategorised,-1669.88,withdrawal
21142,,130,Target,64.81,2018-12-25,Shopping,3861.09,withdrawal
21143,,35,,32.77,2018-12-25,Transfer from Account,-4954.44,withdrawal
21144,,107,Hungry Jacks,73.67,2018-12-25,Food,-2211.62,withdrawal
21145,,28,,40.57,2018-12-25,Income,1832.36,deposit
21146,,89,IGA,1.23,2018-12-25,Groceries,1174.45,withdrawal
21147,,63,IGA,35.38,2018-12-25,Groceries,3847.19,withdrawal
21148,,83,Target,91.6,2018-12-25,Shopping,-3640.93,withdrawal
21149,,128,Coles,47.92,2018-12-25,Groceries,1517.56,withdrawal
21150,,57,,52.04,2018-12-25,Transfer from Account,2249.9,withdrawal
21151,,47,Coles,54.12,2018-12-25,Fuel,-2221.02,withdrawal
21152,,27,Red Rooster,23.35,2018-12-25,Food,1969.15,withdrawal
21153,,129,,43.25,2018-12-25,Transfer to Account,3083.26,deposit
21154,,125,,82.82,2018-12-25,Income,384.98,deposit
21155,,48,Myer,48.25,2018-12-25,Shopping,-3080.11,withdrawal
21156,,118,711,64.63,2018-12-25,Fuel,-1722.49,withdrawal
21157,,124,Caltex,85.23,2018-12-25,Fuel,4665.85,withdrawal
21158,,68,Kmart,55.02,2018-12-25,Shopping,3501.05,withdrawal
21159,,118,Hungry Jacks,48.63,2018-12-25,Food,-1771.12,withdrawal
21160,,110,KFC,1.97,2018-12-25,Food,3821.26,withdrawal
21161,,99,Caltex,67.97,2018-12-25,Fuel,1238.74,withdrawal
21162,,54,711,17.74,2018-12-26,Fuel,3560.48,withdrawal
21163,,85,,11.57,2018-12-26,Transfer to Account,-3858.34,deposit
21164,,83,Priceline Pharmacy,67.62,2018-12-26,Health,-3708.55,withdrawal
21165,,76,Kmart,42.02,2018-12-26,Shopping,2392.79,withdrawal
21166,,113,Big W,81.17,2018-12-26,Shopping,662.04,withdrawal
21167,,117,Woolworths,83.88,2018-12-26,Groceries,168.39,withdrawal
21168,,113,711,80.47,2018-12-26,Fuel,581.57,withdrawal
21169,,101,,31.28,2018-12-26,Uncategorised,-2589.61,withdrawal
21170,,85,,44.25,2018-12-26,Transfer from Account,-3902.59,withdrawal
21171,,120,,64.54,2018-12-26,Income,7497.68,deposit
21172,,99,,34.96,2018-12-26,Income,1273.7,deposit
21173,,94,,18.48,2018-12-26,Transfer from Account,-1737.75,withdrawal
21174,,90,Chemist Warehouse,94.72,2018-12-26,Health,-1553.21,withdrawal
21175,,106,Target,96.79,2018-12-26,Shopping,5330.26,withdrawal
21176,,86,Target,27.47,2018-12-26,Shopping,4417.46,withdrawal
21177,,120,Caltex,84.21,2018-12-26,Fuel,7413.47,withdrawal
21178,,123,,42.73,2018-12-26,Transfer from Account,6082.18,withdrawal
21179,,98,,68.78,2018-12-26,Transfer to Account,5058.0,deposit
21180,,114,McDonalds,48.71,2018-12-26,Food,-1107.97,withdrawal
21181,,124,JBHiFi,44.13,2018-12-26,Entertainment,4621.72,withdrawal
21182,,111,Coles,36.03,2018-12-26,Groceries,6856.77,withdrawal
21183,,121,Caltex,99.15,2018-12-26,Fuel,7091.43,withdrawal
21184,,74,,19.72,2018-12-26,Transfer from Account,4277.98,withdrawal
21185,,51,Big W,66.44,2018-12-26,Shopping,-320.9,withdrawal
21186,,125,JBHiFi,98.17,2018-12-26,Entertainment,286.81,withdrawal
21187,,105,Kmart,25.39,2018-12-26,Shopping,1119.67,withdrawal
21188,,17,Priceline Pharmacy,38.5,2018-12-26,Health,-1166.13,withdrawal
21189,,110,,55.09,2018-12-26,Income,3876.35,deposit
21190,,90,Hungry Jacks,32.9,2018-12-26,Food,-1586.11,withdrawal
21191,,20,Chemist Warehouse,48.75,2018-12-26,Health,-3125.17,withdrawal
21192,,46,,73.46,2018-12-26,Transfer to Account,-3276.02,deposit
21193,,99,Hungry Jacks,81.49,2018-12-26,Food,1192.21,withdrawal
21194,,130,Chemist Warehouse,20.63,2018-12-26,Health,3840.46,withdrawal
21195,,103,,7.82,2018-12-26,Uncategorised,6357.88,withdrawal
21196,,126,Coles,48.45,2018-12-26,Groceries,5220.12,withdrawal
21197,,128,,58.13,2018-12-26,Uncategorised,1459.43,withdrawal
21198,,68,,79.19,2018-12-26,Uncategorised,3421.86,withdrawal
21199,,123,Chemist Warehouse,75.63,2018-12-26,Health,6006.55,withdrawal
21200,,122,,13.64,2018-12-26,Uncategorised,-409.65,withdrawal
21201,,100,,6.09,2018-12-26,Transfer to Account,2099.5,deposit
21202,,111,Myer,31.06,2018-12-26,Shopping,6825.71,withdrawal
21203,,127,Kmart,15.84,2018-12-26,Shopping,4943.33,withdrawal
21204,,97,,70.97,2018-12-26,Uncategorised,-454.16,withdrawal
21205,,42,Chemist Warehouse,79.48,2018-12-26,Health,1278.01,withdrawal
21206,,121,Kmart,16.06,2018-12-26,Shopping,7075.37,withdrawal
21207,,90,Woolworths,29.14,2018-12-26,Groceries,-1615.25,withdrawal
21208,,130,,17.02,2018-12-26,Uncategorised,3823.44,withdrawal
21209,,122,Coles,35.34,2018-12-26,Groceries,-444.99,withdrawal
21210,,49,,14.79,2018-12-26,Transfer from Account,1914.72,withdrawal
21211,,39,JBHiFi,72.88,2018-12-26,Entertainment,664.28,withdrawal
21212,,107,Target,43.31,2018-12-26,Shopping,-2254.93,withdrawal
21213,,88,JBHiFi,46.43,2018-12-26,Entertainment,4433.22,withdrawal
21214,,42,,73.82,2018-12-26,Uncategorised,1204.19,withdrawal
21215,,126,,98.66,2018-12-26,Uncategorised,5121.46,withdrawal
21216,,107,,19.43,2018-12-26,Uncategorised,-2274.36,withdrawal
21217,,26,Coles,18.05,2018-12-26,Fuel,2523.04,withdrawal
21218,,122,Aldi,49.65,2018-12-26,Groceries,-494.64,withdrawal
21219,,94,Priceline Pharmacy,98.41,2018-12-26,Health,-1836.16,withdrawal
21220,,101,Target,75.36,2018-12-26,Shopping,-2664.97,withdrawal
21221,,128,Myer,60.23,2018-12-26,Shopping,1399.2,withdrawal
21222,,74,KFC,7.96,2018-12-26,Food,4270.02,withdrawal
21223,,77,EB Games,25.33,2018-12-26,Entertainment,204.86,withdrawal
21224,,97,Chemist Warehouse,94.19,2018-12-26,Health,-548.35,withdrawal
21225,,60,,98.5,2018-12-26,Uncategorised,2596.55,withdrawal
21226,,126,Priceline Pharmacy,66.99,2018-12-26,Health,5054.47,withdrawal
21227,,102,,46.74,2018-12-26,Transfer to Account,145.02,deposit
21228,,91,Shell,59.4,2018-12-26,Fuel,4.17,withdrawal
21229,,61,,88.8,2018-12-26,Income,-1236.2,deposit
21230,,41,Coles,17.12,2018-12-26,Fuel,-1261.31,withdrawal
21231,,103,,87.96,2018-12-26,Uncategorised,6269.92,withdrawal
21232,,98,Coles,12.36,2018-12-26,Groceries,5045.64,withdrawal
21233,,108,Priceline Pharmacy,88.37,2018-12-26,Health,6154.58,withdrawal
21234,,118,JBHiFi,86.37,2018-12-26,Entertainment,-1857.49,withdrawal
21235,,32,Event Cinemas,11.59,2018-12-26,Entertainment,-1606.68,withdrawal
21236,,84,,12.48,2018-12-27,Uncategorised,-3106.88,withdrawal
21237,,42,Aldi,18.14,2018-12-27,Groceries,1186.05,withdrawal
21238,,113,Hungry Jacks,26.77,2018-12-27,Food,554.8,withdrawal
21239,,36,McDonalds,38.45,2018-12-27,Food,-879.16,withdrawal
21240,,130,Target,87.47,2018-12-27,Shopping,3735.97,withdrawal
21241,,101,,64.91,2018-12-27,Transfer to Account,-2600.06,deposit
21242,,127,Chemist Warehouse,39.81,2018-12-27,Health,4903.52,withdrawal
21243,,81,JBHiFi,35.01,2018-12-27,Entertainment,230.18,withdrawal
21244,,77,,37.75,2018-12-27,Uncategorised,167.11,withdrawal
21245,,78,Aldi,7.45,2018-12-27,Groceries,-3898.51,withdrawal
21246,,121,,77.34,2018-12-27,Uncategorised,6998.03,withdrawal
21247,,107,,16.29,2018-12-27,Income,-2258.07,deposit
21248,,117,JBHiFi,99.65,2018-12-27,Entertainment,68.74,withdrawal
21249,,107,,24.14,2018-12-27,Uncategorised,-2282.21,withdrawal
21250,,126,,26.99,2018-12-27,Transfer from Account,5027.48,withdrawal
21251,,117,McDonalds,56.81,2018-12-27,Food,11.93,withdrawal
21252,,116,,40.04,2018-12-27,Income,7693.79,deposit
21253,,123,Event Cinemas,49.49,2018-12-27,Entertainment,5957.06,withdrawal
21254,,64,Shell,68.05,2018-12-27,Fuel,-4793.99,withdrawal
21255,,100,Big W,66.05,2018-12-27,Shopping,2033.45,withdrawal
21256,,115,KFC,24.88,2018-12-27,Food,6797.11,withdrawal
21257,,104,Shell,77.37,2018-12-27,Fuel,3938.14,withdrawal
21258,,65,,32.27,2018-12-27,Uncategorised,113.18,withdrawal
21259,,119,711,41.45,2018-12-27,Fuel,4504.32,withdrawal
21260,,10,Priceline Pharmacy,68.16,2018-12-27,Health,158.73,withdrawal
21261,,106,,54.09,2018-12-27,Transfer from Account,5276.17,withdrawal
21262,,82,EB Games,5.66,2018-12-27,Entertainment,-1470.66,withdrawal
21263,,103,,15.93,2018-12-27,Uncategorised,6253.99,withdrawal
